,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
columba.csv,0.46,0.11,0.15,0.22,0.26,0.4,0.0,0.48,0.22,0.41,0.98,0.33,0.61,0.33
encog-cs.csv,0.57,0.74,0.24,0.96,0.3,0.49,0.08,0.9,0.16,0.18,0.44,0.28,0.74,0.2
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
flexpay.csv,0.17,0.72,0.25,0.16,0.93,0.22,0.13,0.46,0.06,0.16,0.39,0.32,0.54,0.0
fluent-nhibernate.csv,0.24,0.0,0.0,0.08,0.07,0.06,0.0,0.06,0.0,1.0,0.06,0.16,0.09,0.44
geochat.csv,0.56,0.34,0.22,0.49,0.29,0.3,0.06,0.49,0.12,0.07,0.43,0.97,0.66,0.09
gpsmid.csv,0.99,0.38,0.28,0.43,0.28,0.41,0.09,0.87,0.32,0.27,0.5,0.38,0.75,0.24
k3d.csv,0.15,0.27,1.0,0.17,0.15,0.22,0.0,0.19,0.0,0.0,0.24,0.15,0.29,0.0
m-a-d-n-e-s-s.csv,0.44,0.57,0.19,0.36,0.24,1.0,0.08,0.57,0.13,0.23,0.36,0.1,0.24,0.22
mob-sen-plat.csv,0.58,0.98,0.3,0.35,0.32,0.36,0.11,0.61,0.16,0.13,0.39,0.33,0.83,0.08
ninject.csv,0.48,0.0,0.0,0.09,0.19,0.0,0.24,0.06,0.89,0.17,0.25,0.16,0.33,0.0
uface.csv,0.71,0.75,0.25,0.54,0.3,0.44,0.05,0.96,0.16,0.21,0.48,0.37,1.0,0.13
v8.csv,0.76,0.78,0.25,0.39,0.31,0.47,0.12,1.0,0.5,0.41,0.52,0.41,0.63,0.07
