,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.58,0.02,0.22,0.56,0.41,0.75
empyrean.csv,0.0,0.47,0.53,0.6,0.41,0.38
impala.csv,0.24,0.08,0.17,0.0,0.27,0.23
multitude.csv,0.5,0.53,0.42,0.62,0.0,0.21
nutz.csv,0.45,0.13,0.0,0.42,0.31,0.21
pi-qmc.csv,0.24,0.15,0.3,0.21,0.31,0.0
