,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.65,0.52,0.72,0.49,0.63,0.53
empyrean.csv,0.51,0.57,0.55,0.49,0.46,0.62
impala.csv,0.94,0.8,0.97,0.95,0.96,0.84
multitude.csv,0.47,0.39,0.53,0.41,0.5,0.59
nutz.csv,0.55,0.8,0.66,0.49,0.65,0.8
pi-qmc.csv,0.64,0.53,0.51,0.86,0.51,0.59
