,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.61,0.98,0.36,0.1,0.56,0.29
empyrean.csv,1.0,0.52,0.28,0.13,0.65,0.34
impala.csv,0.47,0.0,0.08,1.0,0.36,0.32
multitude.csv,0.68,0.56,0.39,0.13,1.0,0.59
nutz.csv,0.69,0.6,0.99,0.1,0.65,0.4
pi-qmc.csv,0.64,0.72,0.44,0.14,0.63,1.0
