,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.0,0.0,1.0,7.0,0.0,27.0
empyrean.csv,0.0,5.0,5.0,8.0,0.0,9.0
impala.csv,0.0,111.0,21.0,0.0,0.0,8.0
multitude.csv,1.0,6.0,1.0,2.0,0.0,2.0
nutz.csv,0.0,2.0,0.0,0.0,0.0,2.0
pi-qmc.csv,1.0,2.0,0.0,0.0,4.0,0.0
