,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.98,0.07,0.29,0.3,0.25,0.3
aztec.csv,0.37,0.91,0.04,0.19,0.21,0.37
mplayer-ce.csv,0.54,0.14,0.39,0.51,0.49,0.98
qmmp.csv,0.65,0.21,0.24,0.98,0.87,0.6
synergyspace.csv,0.0,0.0,0.94,0.16,0.1,0.26
xtreemfs.csv,0.51,0.3,0.26,0.53,0.99,0.42
