,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.59,0.97,0.75,0.94,0.98,0.99
aztec.csv,0.67,0.95,0.96,0.91,0.98,0.73
mplayer-ce.csv,0.67,0.56,0.56,0.53,0.7,0.6
qmmp.csv,0.58,0.79,0.52,0.54,0.35,0.38
synergyspace.csv,0.75,0.0,0.96,0.92,0.95,0.99
xtreemfs.csv,0.63,0.97,0.69,0.58,0.34,0.69
