,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.98,0.05,0.21,0.75,0.82,0.53
aztec.csv,0.37,0.95,0.04,0.64,0.78,0.44
mplayer-ce.csv,0.51,0.08,0.26,0.45,0.8,0.99
qmmp.csv,0.72,0.13,0.19,1.0,0.87,0.45
synergyspace.csv,0.0,0.0,1.0,0.5,0.85,0.46
xtreemfs.csv,0.84,0.25,0.22,0.81,0.99,0.61
