,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.98,0.12,0.5,0.19,0.15,0.21
aztec.csv,0.36,0.88,0.04,0.11,0.12,0.32
mplayer-ce.csv,0.57,0.62,0.77,0.59,0.35,0.96
qmmp.csv,0.59,0.46,0.35,0.97,0.86,0.92
synergyspace.csv,0.0,0.0,0.88,0.1,0.05,0.18
xtreemfs.csv,0.36,0.38,0.31,0.4,0.99,0.32
