,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.98,0.14,0.5,0.23,0.18,0.25
aztec.csv,0.35,0.9,0.05,0.13,0.14,0.36
mplayer-ce.csv,0.53,0.57,0.66,0.47,0.38,0.97
qmmp.csv,0.62,0.5,0.38,0.98,0.63,0.24
synergyspace.csv,0.0,0.0,0.9,0.12,0.06,0.21
xtreemfs.csv,0.41,0.43,0.35,0.45,0.99,0.36
