,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.62,0.62,1.0,0.17,0.63,0.53,0.36,0.58,0.59,0.62
pclasses.csv,1.0,0.37,0.0,0.0,0.02,0.0,0.0,0.0,0.29,0.0
pfaedit.csv,0.0,0.45,0.14,0.0,0.97,0.21,0.44,0.54,0.35,0.29
theresa.csv,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.21,0.3,0.57,0.77,0.6,0.85,0.48,0.53,0.65,0.56
tktoolkit.csv,0.41,0.55,0.24,0.56,0.31,0.0,0.3,1.0,0.59,0.13
trinitycore.csv,0.4,0.05,0.0,0.65,0.3,0.33,0.22,0.26,0.96,0.17
tzod.csv,0.66,0.97,0.42,0.81,0.53,0.14,0.43,0.57,0.55,0.36
yaprm.csv,0.49,0.47,0.33,0.94,0.46,0.53,0.98,0.42,0.51,0.36
zemljanka.csv,0.17,0.35,0.0,0.0,0.0,0.33,0.57,0.09,0.05,1.0
