,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.61,0.52,0.0,0.96,0.57,0.7,0.89,0.75,0.56,0.44
pclasses.csv,0.0,0.35,0.0,0.0,0.0,0.0,0.03,0.0,0.22,0.0
pfaedit.csv,0.11,0.27,0.14,0.3,0.06,0.13,0.42,0.34,0.37,0.22
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.27,0.31,0.28,0.6,0.71,0.0,0.42,0.4,0.46,0.56
tktoolkit.csv,0.88,0.75,0.07,0.8,0.91,1.0,0.92,0.0,0.73,0.11
trinitycore.csv,0.34,0.12,0.0,0.4,0.11,0.23,0.24,0.12,0.0,0.0
tzod.csv,0.27,0.0,0.17,0.54,0.29,0.38,0.45,0.45,0.37,0.0
yaprm.csv,0.21,0.31,0.14,0.24,0.17,0.45,0.0,0.35,0.4,0.33
zemljanka.csv,0.96,0.9,1.0,1.0,1.0,0.91,0.76,0.98,0.99,0.0
