,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.3,0.51,1.0,0.11,0.69,0.36,0.59,0.25,0.38,0.77
pclasses.csv,1.0,0.34,0.0,0.0,0.04,0.0,0.0,0.0,0.26,0.0
pfaedit.csv,0.0,0.43,0.2,0.0,0.97,0.23,0.44,0.28,0.25,0.4
theresa.csv,0.0,0.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.14,0.29,0.62,0.17,0.73,0.9,0.49,0.25,0.45,0.74
tktoolkit.csv,0.31,0.5,0.31,0.13,0.69,0.42,0.67,1.0,0.42,0.2
trinitycore.csv,0.24,0.06,0.0,0.16,0.39,0.3,0.26,0.22,0.97,0.25
tzod.csv,0.42,0.98,0.49,0.18,0.59,0.11,0.43,0.25,0.4,0.48
yaprm.csv,0.36,0.44,0.42,0.33,0.54,0.38,0.99,0.21,0.36,0.48
zemljanka.csv,0.29,0.54,0.73,0.11,0.76,0.44,0.65,0.23,0.4,1.0
