,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,10.0,5.0,0.0,47.0,3.0,1.0,3.0,13.0,6.0,0.0
pclasses.csv,0.0,4.0,69.0,52.0,0.0,63.0,74.0,177.0,9.0,210.0
pfaedit.csv,66.0,5.0,2.0,52.0,0.0,3.0,4.0,6.0,14.0,0.0
theresa.csv,66.0,0.0,69.0,0.0,88.0,63.0,74.0,177.0,223.0,210.0
thrust.csv,12.0,6.0,0.0,29.0,9.0,0.0,2.0,6.0,7.0,0.0
tktoolkit.csv,1.0,10.0,0.0,39.0,1.0,1.0,0.0,0.0,12.0,0.0
trinitycore.csv,1.0,6.0,69.0,19.0,1.0,0.0,0.0,9.0,0.0,0.0
tzod.csv,3.0,0.0,4.0,26.0,1.0,6.0,0.0,1.0,3.0,0.0
yaprm.csv,1.0,5.0,1.0,11.0,1.0,0.0,0.0,5.0,5.0,2.0
zemljanka.csv,1.0,3.0,0.0,49.0,1.0,1.0,1.0,3.0,14.0,0.0
