,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.32,0.12,0.0,0.28,0.47,0.09,0.32
firebird.csv,0.29,0.6,0.7,0.2,0.6,0.6,0.69
kmatplot.csv,0.53,0.07,0.0,0.19,0.33,0.45,0.39
mscore.csv,0.35,0.64,0.68,0.25,0.73,0.69,0.65
openmalaria.csv,0.4,0.64,0.68,0.23,0.75,0.74,0.61
popeye-chess.csv,0.37,0.52,0.69,0.19,0.58,0.52,0.33
riff-evolve.csv,0.42,0.53,0.68,0.3,0.56,0.45,0.71
