,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.79,0.3,0.62,0.46,0.72,1.0,0.65,0.76,0.41,0.78,0.73,0.5,0.5
echongl.csv,0.62,0.34,0.65,0.71,0.83,0.0,0.67,0.77,0.32,0.22,0.96,0.51,0.16
les-indemodables.csv,0.69,0.44,0.68,0.94,0.63,1.0,0.59,0.7,0.54,0.7,0.21,0.36,0.42
mbse.csv,0.46,0.33,0.42,0.68,0.47,0.0,0.57,0.2,0.59,0.35,0.72,0.62,0.29
ns-3-dev-def-routing.csv,0.62,0.49,0.8,1.0,0.74,1.0,0.66,0.76,0.32,0.78,0.16,0.59,0.87
psycle.csv,0.85,0.63,0.92,1.0,0.85,1.0,0.83,0.8,0.59,0.95,0.96,0.79,0.55
qpe.csv,0.72,0.31,0.5,0.95,0.68,0.0,0.67,0.5,0.35,0.3,0.89,0.57,0.37
simplewebservices.csv,0.49,0.53,0.55,0.97,0.3,1.0,0.6,0.29,0.92,1.0,0.68,0.8,0.89
v8.csv,0.59,0.42,0.32,0.88,1.0,0.0,0.68,0.83,0.78,0.51,0.87,0.18,0.92
wikipediardware.csv,0.74,0.6,0.98,1.0,0.92,1.0,0.83,0.8,0.76,0.97,1.0,0.92,0.79
wxstudio.csv,0.23,0.13,0.15,0.05,0.15,1.0,0.2,0.17,0.73,0.08,0.01,0.36,0.66
xamj.csv,0.62,0.67,0.28,0.95,0.67,1.0,0.62,0.36,0.51,0.41,0.52,0.7,0.37
