,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.61,0.72,0.49,0.58,0.67,0.72,0.62,0.39,0.68,0.61,0.7,0.54,0.71
echongl.csv,0.48,0.67,0.83,0.51,0.27,1.16,0.68,0.73,0.71,0.79,0.97,0.79,0.84
les-indemodables.csv,0.55,0.59,0.61,0.81,0.42,0.79,0.68,0.49,0.6,0.47,0.82,0.66,0.6
mbse.csv,0.58,0.69,0.7,0.42,0.99,1.17,0.72,0.8,0.55,0.7,0.56,0.51,0.71
ns-3-dev-def-routing.csv,0.57,0.55,0.72,0.99,0.34,0.32,0.5,1.03,0.77,0.7,0.84,0.75,0.87
psycle.csv,0.5,0.47,0.71,0.91,0.93,0.72,0.75,0.57,0.64,0.86,0.89,0.45,0.53
qpe.csv,0.39,0.7,0.64,0.75,0.33,1.06,0.65,0.59,0.71,0.77,0.87,0.48,0.63
simplewebservices.csv,0.91,0.83,0.78,0.99,1.13,0.72,0.82,0.73,0.54,1.0,0.48,0.51,0.93
v8.csv,0.66,0.91,0.79,0.8,1.0,1.12,0.8,0.23,0.59,0.96,0.83,0.93,0.72
wikipediardware.csv,0.51,0.5,0.88,0.96,0.98,1.0,0.88,0.44,0.58,0.86,1.0,0.83,0.25
wxstudio.csv,0.82,0.88,0.88,0.96,0.91,0.53,0.83,0.85,0.35,0.93,0.99,0.67,0.92
xamj.csv,0.56,0.53,0.75,0.83,0.52,0.72,0.81,0.71,0.6,0.67,0.72,0.37,0.67
