,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.99,0.2,0.89,1.02,0.91,0.77,1.0,0.99,0.97,1.0,0.96,1.0,0.9,0.89,1.0,0.96,0.96,0.82,0.97,1.11
baadengine.csv,0.01,1.08,1.03,0.51,0.68,0.67,0.47,0.73,0.86,0.61,0.67,1.04,0.88,0.68,0.67,0.86,0.74,0.62,0.9,0.49
bibedt.csv,0.89,0.62,1.05,0.38,0.82,0.94,0.74,0.8,0.76,1.0,0.59,1.01,0.0,0.49,0.71,0.9,0.87,0.97,0.83,0.88
cascading.csv,0.64,1.04,0.82,0.24,0.74,0.8,0.56,0.63,0.66,0.62,0.62,0.94,0.76,0.77,0.64,0.81,0.03,0.76,0.82,0.33
chaosrts.csv,0.99,0.88,1.12,0.5,0.44,0.75,1.0,0.68,0.75,0.59,0.94,0.98,0.98,0.92,0.61,0.78,0.68,1.0,0.16,1.0
exl.csv,0.62,0.92,1.0,0.77,0.67,0.78,0.49,0.85,0.88,0.54,0.78,1.33,0.69,0.75,0.86,0.87,0.76,0.54,0.85,0.05
gnome-jabber.csv,0.97,0.89,1.0,0.93,0.61,0.76,0.97,0.95,0.93,0.98,0.95,0.77,0.93,0.87,0.94,0.97,0.97,0.4,0.6,0.78
gogoego.csv,0.75,0.82,0.89,0.26,0.88,0.78,0.73,0.05,0.72,0.8,0.82,1.01,0.73,0.89,0.67,0.83,0.88,0.66,0.81,0.64
httpcontentparser.csv,0.94,1.0,0.97,1.0,0.94,0.9,0.97,0.93,0.92,0.97,0.15,0.51,0.9,0.75,0.74,0.96,0.97,0.95,0.9,0.95
impala.csv,0.73,0.68,0.95,0.94,0.93,0.92,0.95,0.99,0.84,0.88,0.74,1.12,0.93,0.9,1.0,0.12,0.86,0.66,0.92,1.07
jaxlib.csv,1.0,1.0,1.03,1.0,1.0,0.92,0.97,0.99,1.0,0.93,0.95,0.0,1.0,1.0,1.0,1.0,0.98,1.0,0.95,0.98
jgameai.csv,0.81,0.82,0.98,1.0,0.85,0.04,0.74,0.8,0.96,0.77,0.92,0.54,0.92,0.93,0.93,0.79,0.87,0.98,0.8,0.91
jhotdraw.csv,0.98,1.0,0.96,1.0,0.84,0.92,1.0,0.87,0.08,0.97,0.95,1.0,1.0,0.94,0.89,0.96,0.99,1.0,0.9,0.93
patterntesting.csv,0.56,1.11,0.94,1.03,0.58,0.84,0.94,0.62,0.48,0.06,0.44,0.69,0.94,0.46,0.41,0.76,0.73,0.83,0.77,0.58
pokeglobal.csv,0.67,1.08,0.61,0.62,0.02,0.75,0.9,0.74,0.78,0.73,0.91,1.3,0.86,0.76,0.73,0.84,0.66,0.65,0.69,0.76
snakeyaml.csv,0.87,0.67,0.84,1.17,0.7,0.76,0.76,0.71,0.68,0.75,0.74,0.88,0.65,0.41,0.11,0.87,0.78,0.82,0.75,0.68
unflobtactical.csv,0.77,0.61,0.92,1.12,0.66,0.55,0.61,0.6,0.66,0.63,0.65,0.25,0.54,0.03,0.5,0.96,0.83,0.73,0.66,0.75
werx.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zealos.csv,0.82,1.05,0.85,1.06,0.62,0.77,0.03,0.68,0.7,0.67,0.59,0.53,0.56,0.6,0.61,0.74,0.68,0.84,0.68,0.66
