,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.31,1.0,1.0,0.0,0.5,0.3,0.0,0.05,0.17,0.0,0.04,0.0,1.0,0.57,0.0,0.09,0.53,0.93,0.67,0.44
baadengine.csv,1.0,0.02,0.97,0.02,0.62,0.31,0.45,0.28,0.18,0.47,0.13,0.02,0.17,0.62,0.18,0.11,0.8,0.96,0.88,1.0
bibedt.csv,0.6,0.15,0.88,0.03,0.5,0.13,0.57,0.27,0.27,0.0,0.19,0.0,1.0,0.9,0.31,0.09,0.89,1.0,0.9,0.74
cascading.csv,0.79,0.04,0.98,0.04,0.73,0.3,0.54,0.37,0.2,0.47,0.14,0.03,0.22,0.58,0.17,0.12,0.99,0.96,0.9,0.94
chaosrts.csv,0.75,0.08,0.96,0.02,0.77,0.32,0.31,0.3,0.19,0.49,0.11,0.04,0.2,0.58,0.19,0.11,0.81,0.95,0.98,0.76
exl.csv,0.8,0.05,0.98,0.01,0.65,0.29,0.45,0.26,0.18,0.52,0.11,0.0,0.23,0.56,0.14,0.13,0.81,0.98,0.89,1.0
gnome-jabber.csv,0.72,0.08,0.98,0.01,0.65,0.31,0.31,0.23,0.18,0.39,0.1,0.05,0.19,0.56,0.12,0.12,0.78,0.98,0.91,0.78
gogoego.csv,0.74,0.07,1.0,0.04,0.62,0.46,0.31,1.0,0.21,0.67,0.12,0.0,0.25,0.57,0.38,0.11,0.79,0.96,0.96,0.82
httpcontentparser.csv,0.93,0.0,1.0,0.0,0.33,0.25,1.0,0.46,0.31,1.0,1.0,0.17,0.11,0.75,0.44,0.12,0.8,1.0,1.0,1.0
impala.csv,0.78,0.08,1.0,0.01,0.58,0.29,0.14,0.24,0.18,0.28,0.13,0.0,0.11,0.42,0.0,1.0,0.75,0.96,0.87,0.38
jaxlib.csv,0.67,0.0,0.0,0.0,0.0,0.4,0.33,0.25,0.0,0.67,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
jgameai.csv,0.81,0.08,1.0,0.0,0.86,1.0,0.31,0.29,0.12,0.58,0.06,0.09,0.11,0.43,0.33,0.14,0.94,1.0,0.97,0.8
jhotdraw.csv,0.92,0.0,1.0,0.0,0.48,0.4,0.0,0.24,1.0,1.0,0.14,0.0,0.0,1.0,0.27,0.06,0.4,0.0,0.8,1.0
patterntesting.csv,0.86,0.0,0.95,0.0,0.67,0.25,0.29,0.29,0.29,0.91,0.2,0.06,0.08,0.74,0.26,0.12,0.78,0.95,0.86,0.9
pokeglobal.csv,0.79,0.0,0.98,0.02,1.0,0.29,0.32,0.25,0.2,0.5,0.1,0.0,0.18,0.54,0.16,0.1,0.81,0.96,0.91,0.74
snakeyaml.csv,0.8,0.1,0.97,0.0,0.6,0.3,0.32,0.25,0.19,0.36,0.1,0.03,0.22,0.75,1.0,0.09,0.75,0.95,0.88,0.78
unflobtactical.csv,0.73,0.09,0.96,0.0,0.62,0.39,0.37,0.34,0.26,0.57,0.12,0.14,0.29,1.0,0.27,0.04,0.72,0.95,0.89,0.76
werx.csv,0.75,0.07,1.0,0.01,0.59,0.29,0.31,0.25,0.18,0.39,0.11,0.04,0.2,0.57,0.13,0.12,0.78,0.95,0.88,0.76
zealos.csv,0.68,0.0,0.98,0.0,0.68,0.32,1.0,0.28,0.18,0.46,0.2,0.1,0.33,0.75,0.3,0.11,0.81,1.0,0.9,1.0
