,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0
fluent-nhibernate.csv,0.11,0.08,0.05,0.0,0.04,0.1,0.0
geogebra.csv,0.0,0.25,0.87,0.91,0.87,0.0,0.88
hibernate.csv,0.49,0.31,0.9,0.25,0.0,0.47,0.3
jasperreports.csv,0.0,0.14,0.0,0.72,0.75,0.04,0.09
kvs.csv,0.0,0.43,0.11,0.05,0.18,0.33,0.35
phet.csv,0.96,0.0,0.6,0.25,0.77,0.76,0.6
