,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,95.0,289.0,502.0,0.0,561.0,395.0,183.0
fluent-nhibernate.csv,3.0,11.0,10.0,106.0,0.0,1.0,0.0
geogebra.csv,0.0,4.0,182.0,20.0,13.0,0.0,45.0
hibernate.csv,5.0,16.0,180.0,106.0,0.0,6.0,20.0
jasperreports.csv,0.0,0.0,0.0,106.0,13.0,5.0,12.0
kvs.csv,0.0,9.0,26.0,106.0,7.0,5.0,43.0
phet.csv,25.0,0.0,127.0,106.0,13.0,25.0,41.0
