,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.33,0.77,0.56,0.51,0.37,0.64,0.0,0.76,0.47,0.75,0.71,0.55,0.72,0.67,0.43,0.4,0.55,0.48
bionote.csv,0.46,0.83,0.86,0.8,0.54,0.67,0.67,0.47,0.8,0.5,0.88,0.39,0.59,0.63,0.62,0.83,0.81,0.38
buddata-ebxml-registry.csv,0.39,0.48,0.53,0.3,0.37,0.35,0.4,0.43,0.42,0.37,0.47,0.35,0.39,0.43,0.35,0.32,0.34,0.37
bullet.csv,0.4,0.58,0.87,0.34,0.39,0.46,0.44,0.5,0.42,0.37,0.53,0.42,0.37,0.54,0.5,0.48,0.81,0.47
bulmages.csv,0.0,0.0,0.56,0.0,0.68,0.64,0.0,0.45,0.0,0.83,0.9,0.95,0.0,0.48,0.83,0.67,0.67,0.43
bwapi.csv,0.39,0.54,0.53,0.44,0.38,0.35,0.4,0.45,0.48,0.39,0.62,0.35,0.37,0.43,0.34,0.34,0.49,0.38
cubefs.csv,0.46,0.51,0.5,0.37,0.83,0.91,0.4,0.88,0.48,0.69,0.94,0.42,0.4,0.91,0.64,0.89,0.45,0.83
emisview.csv,0.5,0.82,0.55,0.52,0.62,0.67,0.0,0.86,0.54,0.83,0.92,0.53,0.71,0.86,0.92,0.77,0.62,0.86
java-gnome.csv,0.8,0.7,0.84,0.6,0.86,0.71,0.44,0.97,0.9,0.45,0.92,0.67,0.67,0.86,0.5,0.62,0.52,0.68
jgameai.csv,0.0,0.68,0.95,0.89,0.96,0.78,0.98,0.95,0.9,0.67,0.7,0.94,0.93,0.96,0.83,0.64,0.92,0.82
megasquirtavr.csv,0.39,0.52,0.77,0.35,0.51,0.64,0.42,0.4,0.41,0.38,0.53,0.44,0.4,0.8,0.41,0.58,0.45,0.9
mp-rechnungs-und-kundenverwaltung.csv,0.3,0.76,0.5,0.81,0.35,0.75,0.44,0.5,0.5,0.38,0.89,0.46,0.45,0.48,0.57,0.57,0.79,0.48
mptvseries.csv,0.4,0.67,0.69,0.65,0.63,0.48,0.52,0.47,0.53,0.0,0.7,0.44,0.56,0.53,0.8,0.39,0.77,0.59
oorexx.csv,0.39,0.59,0.59,0.51,0.36,0.59,0.41,0.41,0.69,0.75,0.6,0.64,0.62,0.44,0.61,0.46,0.54,0.42
somap.csv,0.39,0.47,0.54,0.33,0.35,0.59,0.39,0.45,0.47,0.36,0.51,0.35,0.4,0.45,0.39,0.36,0.36,0.39
tktoolkit.csv,0.94,0.54,0.93,0.31,0.4,0.34,0.75,0.55,0.41,0.47,0.48,0.34,0.36,0.45,0.4,0.44,0.45,0.41
xharbour.csv,0.36,0.53,0.55,0.37,0.56,0.46,0.54,0.48,0.41,0.62,0.54,0.4,0.55,0.47,0.33,0.32,0.41,0.4
