,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.55,0.29,1.0,0.0,1.0,0.4,0.33,0.27,0.2,0.5,0.1,0.04,0.17,0.53,0.19,0.06,0.78,0.42,0.36,0.95
baadengine.csv,0.93,0.06,0.95,0.01,0.73,0.15,0.31,0.28,0.18,0.53,0.12,0.04,0.21,0.58,0.26,0.12,0.85,0.41,0.39,0.95
bibedt.csv,0.97,0.06,0.89,0.02,0.73,0.36,0.42,0.29,0.21,1.0,0.16,0.04,0.44,0.83,0.58,0.15,0.82,0.42,0.45,1.0
cascading.csv,0.81,0.05,0.98,0.02,0.64,0.37,0.39,0.26,0.21,0.63,0.17,0.03,0.28,0.67,0.16,0.1,0.86,0.46,0.61,1.0
dataobjectsdotnet.csv,0.71,0.06,0.97,0.03,0.68,0.43,0.47,0.3,0.19,0.37,0.14,0.0,0.23,0.71,0.16,0.1,0.83,0.56,0.42,0.0
gnome-jabber.csv,0.89,0.02,0.97,0.0,0.63,0.31,0.33,0.27,0.23,0.4,0.13,0.05,0.18,0.66,0.24,0.14,0.83,0.46,0.41,0.98
gogoego.csv,0.91,0.0,0.95,0.03,0.69,0.17,0.51,0.36,0.16,0.52,0.17,0.07,0.25,0.85,0.18,0.07,0.82,0.48,0.7,0.96
httpcontentparser.csv,0.71,0.03,0.97,0.0,0.63,0.12,1.0,0.27,0.2,0.75,0.32,0.03,0.24,0.65,0.15,0.13,0.77,0.43,0.48,1.0
impala.csv,0.79,0.1,1.0,0.02,0.56,0.35,0.39,0.19,0.17,0.21,0.11,0.0,0.25,0.57,0.33,0.24,0.56,0.47,0.53,0.93
jaxlib.csv,0.84,0.04,0.96,0.0,0.61,0.33,0.58,0.29,0.26,0.39,0.14,0.4,0.36,0.79,0.16,0.1,0.83,0.46,0.5,1.0
jgameai.csv,0.72,0.11,0.95,0.0,0.67,0.37,0.0,0.22,0.1,0.41,0.08,0.06,0.17,0.48,0.29,0.12,0.89,0.31,0.33,0.94
jhotdraw.csv,0.74,0.08,0.98,0.02,0.56,0.31,0.0,0.24,0.43,0.27,0.09,0.04,0.1,0.44,0.12,0.09,0.81,0.42,0.33,1.0
loki-lib.csv,0.94,0.08,0.97,0.01,0.73,0.3,0.32,0.26,0.2,0.44,0.15,0.03,0.23,0.59,0.22,0.11,0.82,0.4,0.62,0.95
patterntesting.csv,0.75,0.06,0.98,0.01,0.62,0.3,0.31,0.24,0.19,0.67,0.11,0.04,0.2,0.6,0.13,0.1,0.79,0.41,0.39,0.95
pokeglobal.csv,0.76,0.08,0.98,0.05,0.81,0.21,0.31,0.29,0.17,0.46,0.12,0.0,0.2,0.47,0.12,0.15,0.86,0.48,0.39,1.0
snakeyaml.csv,0.75,0.06,0.96,0.03,0.72,0.28,0.48,0.33,0.25,0.73,0.19,0.07,0.0,0.88,0.33,0.08,0.81,0.49,0.5,1.0
unflobtactical.csv,0.82,0.07,0.98,0.01,0.64,0.31,0.62,0.23,0.18,0.59,0.16,0.04,0.32,0.79,0.12,0.1,0.84,0.49,0.59,0.97
werx.csv,0.75,0.08,1.0,0.01,0.59,0.3,0.31,0.23,0.18,0.38,0.11,0.04,0.2,0.57,0.13,0.12,0.78,0.43,0.39,0.95
zealos.csv,0.86,0.22,0.99,0.0,1.0,0.38,0.48,0.26,0.36,0.73,0.2,0.0,0.0,1.0,0.25,0.0,0.87,0.43,0.44,1.0
