,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,79.5,0.0,91.5,99.0,295.0,0.0,1159.5,589.5,97.5,98.5,320.0,98.5,98.5,281.5,98.5,98.5,98.5,97.5,95.5,198.0
bibletime.csv,197.5,283.5,96.5,98.5,294.0,292.5,192.5,1084.0,97.5,98.5,98.5,98.5,98.5,380.5,98.5,97.5,98.5,97.5,194.0,198.0
critterding.csv,99.0,91.5,96.5,99.0,293.0,582.0,1246.5,1280.0,97.5,197.5,197.5,96.5,98.5,281.5,98.5,97.5,98.5,97.5,194.0,198.0
etics.csv,99.0,93.5,96.5,98.5,195.0,389.0,390.0,97.5,97.5,98.5,191.0,91.5,98.5,166.0,98.5,96.5,192.0,97.5,180.0,99.0
fmri-dmt.csv,99.0,97.5,96.5,99.0,195.0,584.0,2165.0,1181.5,93.5,284.0,538.5,98.5,93.5,287.0,98.5,98.5,191.0,95.5,1890.5,99.0
genecys.csv,99.0,97.5,189.0,99.0,196.0,481.5,189.0,1084.0,97.5,197.5,197.5,98.5,98.5,351.5,98.5,96.5,289.5,97.5,194.0,198.0
genoviz.csv,98.5,91.5,81.5,98.5,89.5,191.0,48.0,85.5,95.5,193.0,94.5,91.5,98.5,166.0,98.5,94.5,94.5,97.5,95.5,288.5
kftpgrabber.csv,473.0,189.0,96.5,98.5,194.0,389.0,65.5,187.0,95.5,98.5,94.5,96.5,98.5,169.0,98.5,98.5,98.5,97.5,95.5,198.0
kvs.csv,99.0,273.5,96.5,99.0,89.5,92.5,236.5,786.5,78.0,192.0,98.5,91.5,96.5,281.5,191.0,93.5,288.5,97.5,194.0,198.0
mcore3d.csv,238.5,283.5,96.5,464.5,295.0,92.5,1159.5,96.5,97.5,98.5,191.0,87.5,98.5,91.5,191.0,98.5,98.5,92.5,194.0,99.0
miranda.csv,0.0,0.0,81.5,98.5,294.0,0.0,1249.0,294.0,95.5,98.5,0.0,96.5,98.5,380.5,98.5,98.5,98.5,97.5,95.5,198.0
modplug.csv,99.0,195.0,96.5,99.0,294.0,584.0,282.0,588.0,97.5,197.5,191.0,98.5,98.5,380.5,98.5,98.5,98.5,97.5,95.5,198.0
monetdb.csv,97.5,97.5,81.5,98.5,195.5,191.0,305.0,96.5,97.5,289.5,94.5,96.5,96.5,82.5,98.5,85.5,98.5,97.5,95.5,198.0
netatalk.csv,99.0,186.0,96.5,99.0,293.5,291.5,1258.5,1377.5,97.5,197.5,197.5,98.5,98.5,262.5,98.5,98.5,98.5,97.5,278.5,99.0
ogrehg.csv,98.5,93.5,96.5,99.0,96.5,389.0,655.5,97.5,97.5,98.5,191.0,98.5,98.5,146.0,98.5,98.5,98.5,97.5,95.5,99.0
passwordsafe.csv,99.0,93.5,96.5,98.5,195.0,487.5,412.5,392.0,97.5,197.5,98.5,98.5,98.5,188.0,98.5,98.5,98.5,97.5,95.5,99.0
projecteqemu.csv,99.0,91.5,189.0,98.5,97.5,389.0,110.5,196.0,97.5,98.5,94.5,96.5,98.5,281.5,98.5,96.5,98.5,97.5,95.5,99.0
reactos-mirror.csv,99.0,97.5,96.5,98.5,194.0,486.5,582.5,984.5,97.5,98.5,286.5,98.5,98.5,380.5,98.5,97.5,98.5,97.5,95.5,198.0
xbplayer.csv,197.5,93.5,81.5,99.0,92.5,292.5,27.5,95.5,97.5,98.5,94.5,94.5,98.5,262.5,98.5,94.5,98.5,97.5,194.0,487.0
xmoto.csv,99.0,25.5,96.5,94.5,294.0,194.0,93.5,194.0,95.5,98.5,72.0,98.5,98.5,380.5,98.5,98.5,98.5,97.5,95.5,388.0
