,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.46,0.96,0.98,0.96,0.68,0.49,0.85,0.74
forester-atv.csv,0.16,0.79,0.79,0.62,0.32,0.13,0.3,0.57
google-collections.csv,1.0,0.82,1.0,0.96,1.0,1.0,0.99,1.0
jsecurity.csv,0.38,0.11,0.09,0.69,0.18,0.62,0.12,0.57
opensim4opencog.csv,0.65,0.59,0.58,0.62,0.64,0.79,0.8,0.57
paintown.csv,0.72,0.94,0.99,0.88,0.98,0.95,0.98,0.7
smbopensoft.csv,0.71,0.84,0.82,0.88,0.86,0.46,0.76,0.74
thout.csv,0.53,0.89,0.39,0.23,0.68,0.31,0.52,0.91
