,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.09,0.09,0.38,0.53,0.0,0.35,0.27,0.6,0.94
carabiner.csv,0.63,0.61,0.69,0.45,0.48,0.72,0.6,0.77,0.29
dvt.csv,0.6,0.7,0.0,0.11,0.57,0.12,0.67,0.57,0.49
flylinkdc.csv,0.73,0.27,0.44,0.51,0.59,0.71,0.37,0.39,0.39
jsr308-langtools.csv,0.0,0.28,0.0,0.46,0.71,0.92,0.05,0.0,0.6
rtb-team.csv,0.1,0.29,0.81,0.26,0.0,0.0,0.0,0.3,0.0
stemkit.csv,0.39,0.2,0.45,0.39,0.18,0.52,0.8,0.21,0.35
unimrcp.csv,0.68,0.49,0.51,0.55,0.68,0.69,0.37,0.46,0.53
utgb.csv,0.43,0.28,0.45,0.74,0.76,0.2,0.38,0.31,0.29
