,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.62,0.43,0.86,0.94,0.48,0.41,0.72,0.43,0.96,0.36,0.73,0.67,0.59,0.88,0.46,0.86,0.37,0.75,0.56,0.8
autofac.csv,0.4,0.51,0.52,0.57,0.49,0.51,0.51,0.5,0.51,0.44,0.52,0.71,0.71,0.49,0.33,0.46,0.41,0.43,0.43,0.64
azureus.csv,0.77,0.55,0.41,0.93,0.86,0.59,0.48,0.5,0.95,0.69,0.54,0.83,0.66,0.84,0.52,0.88,0.44,0.92,0.54,0.67
coot.csv,0.51,0.72,0.61,0.58,0.6,0.65,0.61,0.5,0.59,0.66,0.47,0.67,0.88,0.6,0.55,0.51,0.46,0.55,0.56,0.72
cuberok.csv,0.57,0.67,0.5,0.55,0.57,0.61,0.61,0.54,0.6,0.51,0.53,0.64,0.46,0.59,0.46,0.94,0.4,0.92,0.59,0.71
dsworkbench.csv,0.92,0.41,0.54,0.95,0.83,0.59,0.71,0.73,0.98,0.51,0.71,0.75,0.48,0.89,0.86,0.92,0.52,0.94,0.8,0.77
gabel.csv,0.75,0.89,0.91,0.67,0.0,0.97,0.51,0.88,0.5,0.95,0.75,0.0,0.0,0.0,0.81,0.0,0.75,0.0,0.97,0.0
gephex.csv,0.67,0.54,0.55,0.55,0.8,0.49,0.47,0.56,0.5,0.59,0.76,0.58,0.58,0.49,0.4,0.47,0.38,0.5,0.55,0.6
haggle.csv,0.71,0.46,0.9,0.55,0.7,0.94,0.75,0.67,0.45,0.59,0.78,0.8,0.8,0.51,0.59,0.41,0.31,0.41,0.63,0.68
icescrum.csv,0.81,0.5,0.0,0.54,0.67,0.56,0.76,0.67,0.71,0.76,0.8,0.83,0.75,0.59,0.44,0.46,0.56,0.58,0.62,0.74
javaprofiler.csv,0.4,0.45,0.46,0.5,0.41,0.54,0.45,0.47,0.48,0.43,0.5,0.94,0.57,0.44,0.46,0.46,0.33,0.37,0.46,0.47
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.87,0.76,0.9,0.72,0.64,0.92,0.67,0.86,0.63,0.89,0.88,0.88,0.75,0.92,0.82,0.46,0.44,0.74,0.97,0.92
octet.csv,0.85,0.68,0.89,0.95,0.92,0.59,0.89,0.66,0.98,0.46,0.86,0.74,0.93,0.95,0.56,0.88,0.64,0.92,0.56,0.89
openefm.csv,0.65,0.4,0.35,0.69,0.57,0.52,0.41,0.55,0.77,0.48,0.45,0.76,0.43,0.83,0.39,0.72,0.5,0.77,0.48,0.83
rcp-company-uibindings.csv,0.36,0.38,0.35,0.48,0.4,0.41,0.4,0.45,0.44,0.37,0.45,0.53,0.43,0.33,0.33,0.45,0.32,0.41,0.4,0.39
servicestack.csv,0.88,0.82,0.83,0.42,0.83,0.79,0.59,0.65,0.58,0.54,0.83,0.93,0.69,0.93,0.61,0.87,0.55,0.83,0.66,0.88
synecdoche.csv,0.61,0.67,0.58,0.8,0.57,0.67,0.92,0.51,0.69,0.49,0.7,0.58,0.77,0.7,0.54,0.87,0.43,0.63,0.78,0.52
tmva.csv,0.37,0.47,0.48,0.52,0.5,0.43,0.46,0.5,0.53,0.57,0.5,0.56,0.55,0.42,0.38,0.84,0.36,0.53,0.47,0.51
wsmt.csv,0.93,0.75,0.89,0.91,0.88,0.8,0.85,0.92,0.95,0.92,0.75,0.9,0.88,0.93,0.57,0.96,0.75,0.9,0.97,0.86
