,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,0.71,0.82,0.6,0.74,0.69,0.7,0.79,0.95,0.44
ikvm.csv,0.79,0.91,0.49,0.52,0.23,0.32,0.53,0.93,0.41
lazarus-ccr.csv,0.83,0.36,0.49,0.78,0.69,1.0,0.79,0.93,0.74
les-indemodables.csv,0.88,0.55,0.6,0.67,0.54,0.76,0.74,0.07,0.63
metacosm.csv,0.83,0.41,0.63,0.54,0.38,0.65,0.58,0.14,0.7
micomt.csv,0.67,0.77,0.8,0.76,0.85,0.78,0.79,0.14,0.96
ontomorphtab.csv,0.33,0.95,0.74,0.96,0.77,0.49,0.16,0.91,0.67
tradelink.csv,0.25,0.23,0.46,0.57,0.54,0.89,0.68,0.0,0.74
xuggle.csv,0.67,0.64,0.37,0.72,0.23,0.54,0.74,0.05,0.56
