,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,0.79,0.53,0.43,0.49,0.9,0.37,0.56,0.0,0.23
ikvm.csv,0.82,0.1,0.38,0.86,0.31,0.65,0.87,0.67,0.77
lazarus-ccr.csv,0.25,0.37,0.52,0.92,0.39,1.0,0.92,0.5,0.71
les-indemodables.csv,0.86,0.53,0.62,0.22,0.42,0.32,0.48,0.33,0.55
metacosm.csv,0.71,0.33,0.38,0.38,0.37,0.42,0.39,0.0,0.26
micomt.csv,0.79,0.57,0.67,0.44,0.12,0.65,0.6,0.67,0.9
ontomorphtab.csv,0.46,0.93,0.24,0.68,0.93,0.11,0.26,0.5,0.48
tradelink.csv,0.14,0.17,0.57,0.22,0.15,0.63,0.31,0.17,0.68
xuggle.csv,0.46,0.37,0.24,0.21,0.12,0.32,0.58,0.33,0.48
