,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.54,0.2,0.97,0.52,0.25,0.28,0.26,0.72,0.24,0.38,0.26,0.61,0.35,0.13,0.18,0.54,0.24,0.37,0.3
dspace-gsoc.csv,0.0,0.5,0.37,0.55,0.44,0.51,0.38,0.57,0.37,0.3,0.53,0.39,1.0,0.43,0.56,0.29,0.61,0.39,0.53
grisbi.csv,0.0,0.42,0.17,0.13,0.46,0.39,0.58,0.27,0.66,0.98,0.48,0.47,0.0,0.29,0.76,0.64,0.21,0.3,0.13
maidsafe-dht.csv,0.27,0.12,0.43,0.06,0.88,0.46,0.18,0.38,0.09,0.1,0.0,0.45,0.04,0.07,0.18,0.29,0.0,0.23,0.0
mesa3d.csv,0.29,0.12,0.33,0.26,0.46,0.33,0.31,0.29,0.42,0.43,0.48,0.0,0.26,0.37,0.37,0.89,0.23,0.17,0.25
n2cms.csv,0.56,0.95,0.46,0.25,0.58,0.28,0.48,0.68,0.54,0.66,0.13,0.58,0.29,0.46,0.57,0.49,0.61,0.2,0.19
nassp.csv,0.34,0.33,0.29,0.21,0.54,0.27,0.3,0.93,0.6,0.31,0.0,0.44,0.17,0.24,0.13,0.17,0.24,0.2,0.4
ninject.csv,0.01,0.2,0.1,0.01,0.33,0.0,0.13,0.2,0.15,0.04,0.0,0.45,0.17,0.02,0.1,0.0,0.83,0.0,0.06
nug.csv,0.51,0.29,0.5,0.6,0.4,0.95,0.45,0.2,0.22,0.22,0.13,0.23,0.04,0.3,0.35,0.52,0.43,0.28,0.24
nuttx.csv,0.37,0.59,0.5,0.99,0.51,0.54,0.62,0.64,0.46,0.41,0.27,0.66,0.64,0.16,0.55,0.55,0.57,0.51,0.0
oorexx.csv,0.0,0.4,0.48,0.2,0.64,0.36,0.39,0.58,0.51,0.62,0.5,0.65,0.56,0.42,0.53,0.07,0.23,0.95,0.48
oppna-program-hsatools.csv,0.0,0.4,0.24,0.28,0.21,0.13,0.0,0.56,0.99,0.83,0.0,0.57,0.0,0.7,0.0,0.35,0.0,0.0,0.0
redshell.csv,0.0,0.6,0.0,0.0,0.39,0.13,1.0,0.45,0.63,0.7,0.0,0.36,0.0,0.09,0.78,0.26,0.43,0.48,0.37
super-tux.csv,0.0,0.57,0.0,0.0,0.09,0.0,0.0,0.0,0.53,0.0,0.0,0.05,0.0,0.0,1.0,0.27,0.76,0.17,0.56
tart.csv,0.07,0.02,0.15,0.01,0.0,0.0,0.04,0.0,0.01,0.02,0.0,1.0,0.0,0.0,0.05,0.0,0.24,0.0,0.06
tcvp.csv,0.04,0.1,0.2,0.02,0.0,0.0,0.17,0.1,0.13,0.1,1.0,0.24,0.07,0.13,0.12,0.17,0.24,0.04,0.13
vdsf.csv,0.88,0.13,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.4
web-cat.csv,0.01,0.07,0.0,0.04,0.25,0.51,0.26,0.37,0.35,0.15,0.13,0.44,0.04,0.4,0.22,0.05,0.24,0.35,0.91
zabbix.csv,0.57,0.57,0.69,0.43,0.66,0.49,0.54,0.79,0.6,0.53,0.44,0.5,0.47,0.98,0.65,0.52,0.42,0.55,0.56
