,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.33,0.14,0.0,0.56,0.22,0.14,0.12,0.39,0.04,0.0,0.24,0.36,0.16,0.23,0.4,0.74,0.09,0.2,0.26
dspace-gsoc.csv,1.0,0.66,0.33,0.77,0.53,0.56,0.75,0.46,0.48,0.07,0.57,0.66,0.0,0.19,0.2,0.23,0.35,0.36,0.61
grisbi.csv,1.0,0.86,0.96,0.97,0.85,0.86,0.62,0.93,0.7,0.0,0.81,0.85,1.0,0.91,0.4,0.67,0.95,0.92,0.97
maidsafe-dht.csv,0.11,0.03,0.19,0.13,0.02,0.14,0.0,0.15,0.0,0.0,0.03,0.19,0.05,0.0,0.2,0.12,0.0,0.0,0.06
mesa3d.csv,0.12,0.11,0.16,0.26,0.35,0.33,0.62,0.17,0.39,0.5,0.22,0.11,0.11,0.11,0.2,0.02,0.25,0.2,0.23
n2cms.csv,0.34,0.0,0.27,0.33,0.38,0.14,0.5,0.5,0.26,0.07,0.23,0.47,0.26,0.53,0.2,0.31,0.36,0.16,0.19
nassp.csv,0.24,0.18,0.16,0.18,0.18,0.36,0.5,0.02,0.43,0.0,0.01,0.33,0.16,0.16,0.2,0.12,0.04,0.08,0.35
ninject.csv,0.01,0.04,0.05,0.0,0.12,0.06,0.0,0.07,0.0,0.0,0.0,0.09,0.21,0.0,0.0,0.01,0.0,0.0,0.03
nug.csv,0.72,0.31,0.52,0.56,0.3,0.03,0.12,0.26,0.35,0.71,0.31,0.28,0.0,0.07,0.8,0.49,0.35,0.36,0.29
nuttx.csv,0.87,0.66,0.8,0.05,0.63,0.67,0.62,0.67,0.83,0.86,0.93,0.62,0.63,0.96,0.4,0.63,0.73,0.8,1.0
oorexx.csv,0.02,0.46,0.57,0.26,0.53,0.58,0.75,0.43,0.57,0.21,0.82,0.63,0.68,0.76,0.0,0.11,0.47,0.0,0.48
oppna-program-hsatools.csv,1.0,0.88,0.94,0.92,0.95,0.97,1.0,0.8,0.0,0.29,0.01,0.74,1.0,0.46,1.0,0.9,1.0,1.0,1.0
redshell.csv,1.0,0.76,1.0,1.0,0.88,0.97,0.0,0.85,0.26,0.64,1.0,0.9,1.0,0.98,0.4,0.93,0.87,0.84,0.74
super-tux.csv,1.0,0.65,1.0,1.0,0.98,1.0,1.0,1.0,0.22,1.0,1.0,0.99,1.0,1.0,0.0,0.93,0.36,0.96,0.71
tart.csv,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.07,0.0,0.03
tcvp.csv,0.02,0.11,0.09,0.03,0.05,0.11,0.0,0.04,0.04,0.07,0.0,0.07,0.05,0.01,0.2,0.09,0.02,0.0,0.19
vdsf.csv,0.01,0.97,0.97,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.87
web-cat.csv,0.0,0.08,0.04,0.08,0.23,0.28,0.38,0.28,0.48,0.0,0.16,0.25,0.11,0.7,0.2,0.02,0.02,0.32,0.0
zabbix.csv,0.74,0.69,0.59,0.62,0.6,0.81,0.75,0.5,0.48,0.79,0.55,0.7,0.68,0.01,0.4,0.78,0.51,0.72,0.71
