,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.59,0.84,0.04,0.72,0.82,0.78,0.79,0.46,0.8,0.67,0.81,0.54,0.71,0.92,0.94,0.78,0.81,0.7,0.78
dspace-gsoc.csv,1.0,0.79,0.74,0.79,0.78,0.73,0.94,0.62,0.81,0.75,0.72,0.89,0.0,0.64,0.52,0.79,0.53,0.73,0.74
grisbi.csv,1.0,0.88,0.97,0.98,0.85,0.91,0.71,0.93,0.7,0.02,0.84,0.85,1.0,0.97,0.44,0.69,0.95,0.92,0.97
maidsafe-dht.csv,0.78,0.9,0.65,0.95,0.14,0.6,0.85,0.68,0.93,0.92,1.0,0.63,0.97,0.94,0.87,0.76,1.0,0.81,1.0
mesa3d.csv,0.76,0.9,0.73,0.82,0.67,0.78,0.94,0.77,0.72,0.76,0.6,1.01,0.78,0.69,0.7,0.13,0.84,0.88,0.82
n2cms.csv,0.57,0.06,0.64,0.85,0.57,0.78,0.72,0.56,0.55,0.39,0.92,0.62,0.79,0.75,0.51,0.62,0.54,0.85,0.86
nassp.csv,0.74,0.73,0.77,0.83,0.53,0.85,0.89,0.09,0.59,0.74,1.0,0.68,0.88,0.82,0.91,0.86,0.8,0.84,0.72
ninject.csv,0.99,0.83,0.92,0.99,0.72,1.0,0.89,0.84,0.88,0.97,1.0,0.61,0.89,0.98,0.92,1.0,0.2,1.0,0.95
nug.csv,0.8,0.81,0.72,0.66,0.71,0.07,0.61,0.87,0.88,1.06,0.94,0.85,0.97,0.74,0.98,0.69,0.69,0.83,0.84
nuttx.csv,0.92,0.72,0.82,0.05,0.76,0.75,0.68,0.69,0.85,0.88,0.93,0.65,0.67,1.0,0.61,0.73,0.75,0.82,1.01
oorexx.csv,1.0,0.78,0.76,0.87,0.61,0.87,0.93,0.6,0.73,0.46,0.83,0.66,0.75,0.91,0.53,0.95,0.93,0.06,0.71
oppna-program-hsatools.csv,1.0,0.88,0.94,0.95,0.95,0.99,1.0,0.8,0.01,0.32,1.0,0.77,1.0,0.53,1.01,0.9,1.0,1.0,1.0
redshell.csv,1.0,0.76,1.0,1.0,0.89,0.97,0.0,0.85,0.47,0.65,1.0,0.9,1.0,0.99,0.43,0.94,0.87,0.84,0.94
super-tux.csv,1.0,0.73,1.0,1.0,0.99,1.0,1.0,1.0,0.56,1.0,1.0,0.99,1.0,1.0,0.0,0.93,0.42,0.96,0.76
tart.csv,0.94,0.98,0.88,0.99,1.0,1.0,0.97,1.0,0.99,0.98,1.0,0.0,1.0,1.0,0.96,1.0,0.8,1.0,0.95
tcvp.csv,0.97,0.92,0.84,0.98,1.0,1.01,0.86,0.92,0.89,0.93,0.0,0.8,0.95,0.89,0.92,0.86,0.8,0.97,0.92
vdsf.csv,0.14,0.97,0.98,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,1.0,0.95,1.02,1.0,0.89
web-cat.csv,0.99,0.94,1.0,0.98,0.82,0.6,0.86,0.72,0.83,0.88,0.9,0.65,0.98,0.9,0.84,0.96,0.8,0.76,0.11
zabbix.csv,0.77,0.74,0.62,0.82,0.64,0.82,0.79,0.51,0.61,0.8,0.78,0.8,0.83,0.02,0.53,0.81,0.79,0.77,0.76
