,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,1.0
libtorrent.csv,0.58,0.99,0.64,0.14,0.85,0.03
moviesandbox.csv,1.0,0.86,0.65,0.15,0.98,0.06
sigil.csv,0.69,0.97,1.0,0.22,0.96,0.04
xbg.csv,0.0,1.0,1.0,1.0,0.8,0.14
xtreemfs.csv,0.63,0.89,0.89,0.2,1.0,0.03
