,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.73,0.69,0.47,0.64,0.73,0.56,0.45,0.4,0.63,0.33,0.36,0.63,0.61,0.52
biopax.csv,0.6,0.0,0.21,0.24,0.61,0.51,0.61,0.31,0.59,0.0,0.45,0.3,0.0,0.79
gnupdate.csv,0.59,0.62,0.29,0.59,0.58,0.33,0.8,0.35,0.48,0.0,0.49,0.63,0.57,0.46
les-indemodables.csv,0.7,0.54,0.3,0.59,0.73,0.29,0.5,0.4,0.59,0.36,0.51,0.7,0.49,0.61
openxava.csv,0.58,0.21,0.73,0.05,0.48,0.41,0.06,0.68,0.51,0.75,0.54,0.28,0.37,0.28
ppcboot.csv,0.17,0.57,0.0,0.0,0.4,0.61,0.09,0.27,0.57,0.0,0.0,0.0,0.0,0.47
repositorium.csv,0.1,0.02,0.52,0.07,0.01,0.15,0.0,0.78,0.05,0.66,0.44,0.17,0.42,0.33
rsyslog.csv,0.83,0.52,0.28,0.51,0.73,0.49,0.54,0.51,0.47,0.38,0.56,0.28,0.0,0.24
simplewebservices.csv,0.0,0.39,0.62,0.52,0.3,0.0,0.0,0.0,0.3,0.59,0.09,0.0,0.66,0.45
ultimairis.csv,0.56,0.45,0.62,0.7,0.71,0.17,0.0,0.32,0.65,0.0,0.32,0.37,0.56,0.5
vars-redux.csv,0.72,0.52,0.45,0.75,0.72,0.59,0.45,0.64,0.51,0.0,0.55,0.13,0.42,0.54
wow-qrsk.csv,0.1,0.51,0.61,0.72,0.83,0.46,0.35,0.0,0.02,0.61,0.04,0.46,0.26,0.35
wxstudio.csv,0.52,0.21,0.43,0.49,0.27,0.39,0.23,0.62,0.34,0.0,0.76,0.1,0.02,0.28
xqilla.csv,0.05,0.12,0.15,0.41,0.36,0.13,0.12,0.36,0.24,0.99,0.31,0.06,0.17,0.13
