,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.73,0.56,0.21,0.58,0.46,0.59,0.44,0.24,0.48,0.02,0.36,0.55,0.55,0.63
biopax.csv,0.71,0.43,0.19,0.6,0.37,0.68,0.36,0.18,0.5,0.05,0.56,0.55,0.59,0.86
gnupdate.csv,0.6,0.47,0.18,0.62,0.31,0.38,0.62,0.11,0.45,0.0,0.5,0.52,0.55,0.57
les-indemodables.csv,0.7,0.39,0.21,0.54,0.49,0.32,0.27,0.21,0.45,0.03,0.48,0.63,0.48,0.72
openxava.csv,0.64,0.2,0.33,0.06,0.27,0.42,0.03,0.27,0.39,0.08,0.54,0.32,0.36,0.37
ppcboot.csv,0.69,0.49,0.2,0.59,0.35,0.64,0.32,0.22,0.52,0.05,0.59,0.53,0.59,0.89
repositorium.csv,0.13,0.04,0.18,0.1,0.02,0.19,0.0,0.37,0.06,0.07,0.42,0.19,0.38,0.41
rsyslog.csv,0.81,0.43,0.16,0.54,0.45,0.51,0.43,0.24,0.41,0.05,0.53,0.31,0.59,0.32
simplewebservices.csv,0.68,0.4,0.22,0.61,0.33,0.69,0.32,0.17,0.46,0.06,0.6,0.53,0.61,0.55
ultimairis.csv,0.71,0.46,0.22,0.64,0.4,0.69,0.32,0.35,0.6,0.0,0.3,0.46,0.53,0.61
vars-redux.csv,0.71,0.38,0.2,0.68,0.5,0.61,0.23,0.24,0.41,0.05,0.51,0.53,0.6,0.65
wow-qrsk.csv,0.14,0.42,0.24,0.67,0.58,0.53,0.41,0.0,0.04,0.06,0.05,0.56,0.32,0.45
wxstudio.csv,0.54,0.18,0.29,0.46,0.13,0.48,0.12,0.25,0.26,0.0,0.73,0.12,0.04,0.37
xqilla.csv,0.07,0.09,0.21,0.38,0.2,0.17,0.09,0.11,0.21,0.46,0.38,0.1,0.22,0.18
