,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.12,0.0,0.07,0.33,0.15,0.93,0.29,0.52,0.05,0.12,0.31,0.12,0.16,0.02,0.1,0.0,0.19
codeblocks.csv,0.54,0.2,1.0,0.51,0.56,0.22,0.21,0.47,0.27,0.52,0.36,0.43,0.2,0.42,0.37,0.22,0.26
ctrlr.csv,0.0,0.0,0.17,0.26,0.0,0.09,0.95,0.07,0.0,0.07,0.15,0.16,0.01,0.0,0.09,0.0,0.3
free-evolution.csv,0.49,0.16,0.47,0.47,0.41,0.19,0.18,0.43,0.21,0.34,0.97,0.52,0.29,0.66,0.22,0.06,0.11
fulguro.csv,0.2,0.03,0.24,0.16,0.23,0.29,0.21,0.27,0.17,0.06,0.0,0.06,0.45,0.08,0.15,1.0,0.24
gisgraphy.csv,0.49,0.03,0.65,0.56,0.38,0.25,0.46,0.23,0.34,0.58,0.34,0.64,0.37,0.12,0.65,0.18,0.98
ipfire-wall.csv,0.54,0.2,0.38,0.08,0.59,0.36,0.2,0.94,0.14,0.22,0.16,0.33,0.57,0.44,0.3,0.29,0.31
jruby.csv,0.58,0.16,0.65,0.19,0.68,0.16,0.41,0.1,0.18,0.16,0.29,0.47,0.48,0.99,0.37,0.0,0.3
l2j.csv,0.61,0.17,0.67,0.39,0.68,0.33,0.29,0.47,0.25,0.34,0.37,0.62,1.0,0.59,0.48,0.21,0.41
ldview.csv,0.31,0.27,0.38,1.0,0.19,0.35,0.18,0.42,0.18,0.53,0.26,0.28,0.3,0.36,0.39,0.25,0.4
libmesh.csv,0.38,0.0,0.14,0.39,0.48,0.38,0.23,0.29,0.12,0.87,0.09,0.49,0.38,0.18,0.56,0.2,0.43
red5.csv,0.62,0.16,0.79,0.55,0.99,0.31,0.44,0.38,0.3,0.39,0.44,0.76,0.7,0.68,0.53,0.18,0.46
t-2.csv,0.44,0.13,0.48,0.59,0.12,0.28,0.47,0.4,0.96,0.49,0.3,0.35,0.13,0.21,0.39,0.14,0.57
tencompetence.csv,0.55,0.14,0.14,0.0,0.43,0.23,0.18,0.48,0.05,0.36,0.07,0.19,0.55,0.69,0.98,0.37,0.18
vdsf.csv,0.68,0.81,0.83,0.55,0.59,0.38,0.42,0.45,0.12,0.56,0.32,0.59,0.78,0.85,0.76,0.22,0.44
xbrlapi.csv,0.96,0.17,0.47,0.5,0.67,0.28,0.38,0.45,0.13,0.45,0.28,0.29,0.34,0.53,0.41,0.17,0.46
xcf.csv,0.56,0.16,0.81,0.48,0.7,0.27,0.23,0.38,0.28,0.46,0.44,0.97,0.39,0.61,0.43,0.15,0.43
