,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.5,0.0,1.0,0.56,0.44,0.95,0.25,0.62,0.05,0.25,0.35,1.0,0.74,1.0,0.56,0.0,0.2
codeblocks.csv,0.56,0.12,1.0,0.43,0.63,0.16,0.24,0.33,0.19,0.37,0.23,0.71,0.88,0.92,0.66,0.13,0.29
ctrlr.csv,0.0,0.0,0.65,0.4,0.0,1.0,1.0,0.1,0.0,0.25,0.43,0.5,1.0,0.0,0.57,0.0,0.8
free-evolution.csv,0.46,0.09,0.78,0.53,0.54,0.16,0.25,0.42,0.14,0.38,1.0,0.86,0.83,0.9,0.67,0.04,0.14
fulguro.csv,0.56,0.33,0.65,0.5,0.6,0.23,0.19,0.75,0.14,0.2,0.0,1.0,0.66,1.0,0.42,1.0,0.36
gisgraphy.csv,0.61,0.02,0.72,0.4,0.73,0.19,0.37,0.17,0.23,0.58,0.22,0.56,0.68,0.8,0.69,0.11,1.0
ipfire-wall.csv,0.56,0.13,0.81,0.33,0.62,0.29,0.2,0.94,0.09,0.21,0.25,0.7,0.7,0.92,0.65,0.22,0.25
jruby.csv,0.49,0.09,0.84,0.27,0.57,0.14,0.28,0.33,0.11,0.25,0.35,0.5,0.67,1.0,0.68,0.0,0.24
l2j.csv,0.54,0.1,0.82,0.31,0.63,0.26,0.26,0.4,0.15,0.27,0.26,0.55,1.0,0.82,0.61,0.14,0.32
ldview.csv,0.56,0.28,0.73,1.0,0.45,0.28,0.25,0.4,0.12,0.47,0.21,0.39,0.61,0.9,0.73,0.15,0.44
libmesh.csv,0.48,0.0,0.75,0.47,0.67,0.35,0.29,0.31,0.08,0.83,0.08,0.43,0.67,0.81,0.64,0.13,0.53
red5.csv,0.51,0.09,0.75,0.38,0.98,0.21,0.29,0.27,0.18,0.29,0.29,0.69,0.8,0.88,0.57,0.11,0.33
t-2.csv,0.67,0.07,0.71,0.57,0.5,0.2,0.33,0.33,1.0,0.43,0.22,0.47,0.61,0.79,0.6,0.09,0.54
tencompetence.csv,0.6,0.08,0.75,0.0,0.47,0.22,0.17,0.64,0.03,0.33,0.1,0.36,0.64,0.85,0.98,0.31,0.17
vdsf.csv,0.53,0.76,0.81,0.4,0.58,0.24,0.27,0.31,0.1,0.4,0.21,0.48,0.73,0.87,0.68,0.12,0.31
xbrlapi.csv,1.0,0.1,0.71,0.42,0.58,0.19,0.3,0.41,0.09,0.37,0.26,0.44,0.57,0.87,0.55,0.11,0.38
xcf.csv,0.53,0.09,0.8,0.35,0.72,0.17,0.19,0.29,0.17,0.42,0.33,0.97,0.86,0.85,0.56,0.1,0.31
