,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.81,0.87,0.61,0.93,0.62,0.73,0.79
gisgraphy.csv,0.83,0.35,0.65,0.5,0.88,0.53,0.74
haggle.csv,0.38,0.35,0.44,0.83,0.5,0.45,0.45
java-gnome.csv,0.96,0.97,0.81,0.45,0.75,0.75,0.52
magicwars.csv,0.3,0.72,0.48,0.41,0.34,0.41,0.3
orc.csv,0.61,0.41,0.41,0.82,0.52,0.86,0.88
servicestack.csv,0.92,0.97,0.88,0.0,0.91,0.65,0.75
