,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.35,0.56,0.59,0.51,0.55,0.96,0.27,0.63
etics.csv,0.93,0.23,0.45,0.48,0.58,0.2,0.66,0.73
genecys.csv,0.42,0.63,0.36,0.55,1.0,0.43,0.62,0.13
kftpgrabber.csv,0.51,0.28,0.4,0.46,0.39,0.39,0.48,0.97
kvs.csv,0.18,0.22,0.96,0.28,0.31,0.29,0.6,0.72
mcore3d.csv,0.51,0.99,0.67,0.44,0.55,0.65,0.52,0.6
ogrehg.csv,0.78,0.37,0.34,0.98,0.72,0.47,0.69,0.45
projecteqemu.csv,0.36,0.16,0.06,0.31,0.45,0.25,0.98,0.52
