,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.24,0.7,0.23,0.39,0.89,1.0,0.43,0.4
etics.csv,1.0,0.77,0.47,0.57,0.88,0.45,0.57,0.55
genecys.csv,0.23,0.72,0.12,0.42,1.0,0.39,0.49,0.33
kftpgrabber.csv,0.5,0.78,0.35,0.49,0.88,0.57,0.57,0.97
kvs.csv,0.29,0.7,1.0,0.42,0.85,0.4,0.48,0.66
mcore3d.csv,0.23,1.0,0.3,0.37,0.87,0.47,0.45,0.38
ogrehg.csv,0.59,0.8,0.3,0.99,0.94,0.61,0.58,0.55
projecteqemu.csv,0.5,0.67,1.0,0.64,0.96,0.54,1.0,0.74
