,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.46,0.48,0.29,0.26,0.19,1.0
lazarus-ccr.csv,0.78,0.44,0.39,0.25,0.1,0.95
lcfizvtop.csv,0.39,0.51,0.26,0.31,0.45,1.0
migen.csv,0.4,0.61,0.17,0.4,0.38,0.88
mvnforum.csv,1.0,0.42,0.42,0.27,0.08,0.91
plplot.csv,0.47,0.48,0.27,0.56,0.19,0.95
