,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,0.77,1.0,0.98,0.88,0.0
lazarus-ccr.csv,0.21,0.63,0.5,0.68,0.77,0.25
lcfizvtop.csv,0.68,0.56,0.45,0.6,0.23,0.0
migen.csv,0.64,0.35,0.11,0.11,0.21,0.75
mvnforum.csv,0.0,0.26,0.32,0.58,0.25,0.5
plplot.csv,0.93,0.6,0.91,0.21,0.88,0.5
