,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.69,0.74,0.24,0.85,0.88,0.94,0.83,0.91,0.67,0.65
pclasses.csv,0.24,0.64,1.0,1.01,0.89,1.0,0.94,0.96,0.67,0.99
pfaedit.csv,1.0,0.57,1.0,0.45,0.3,0.94,0.63,0.74,0.61,0.83
theresa.csv,0.87,0.51,0.78,0.24,0.45,1.0,0.63,0.66,0.61,0.66
thrust.csv,1.0,0.66,0.74,1.0,0.75,0.5,0.8,0.68,0.66,0.74
tktoolkit.csv,0.73,0.84,0.68,0.62,0.67,0.57,0.73,0.5,0.75,1.01
trinitycore.csv,0.49,0.79,0.98,0.46,0.96,0.74,0.64,0.79,0.46,0.97
tzod.csv,0.79,0.48,0.38,0.39,0.49,0.89,0.66,0.84,0.63,0.54
yaprm.csv,0.72,0.64,1.0,0.42,0.94,0.76,0.47,0.66,0.67,0.84
zemljanka.csv,0.75,0.66,0.91,0.58,0.84,0.69,0.84,0.89,0.88,0.19
