,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,1.0,3.0,0.0,39.0,1.0,1.0,0.0,3.0,9.0,0.0
pclasses.csv,2.0,4.0,69.0,52.0,3.0,63.0,0.0,0.0,4.0,0.0
pfaedit.csv,66.0,0.0,69.0,14.0,0.0,1.0,2.0,5.0,5.0,0.0
theresa.csv,12.0,2.0,0.0,11.0,0.0,63.0,0.0,15.0,2.0,0.0
thrust.csv,66.0,6.0,0.0,52.0,0.0,3.0,0.0,5.0,18.0,0.0
tktoolkit.csv,9.0,2.0,0.0,25.0,6.0,4.0,0.0,0.0,14.0,0.0
trinitycore.csv,2.0,4.0,0.0,22.0,0.0,0.0,0.0,3.0,6.0,0.0
tzod.csv,2.0,1.0,0.0,10.0,1.0,1.0,2.0,19.0,1.0,0.0
yaprm.csv,5.0,5.0,69.0,12.0,0.0,2.0,0.0,1.0,3.0,0.0
zemljanka.csv,1.0,3.0,0.0,28.0,0.0,5.0,0.0,3.0,13.0,0.0
