,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.02,0.78,0.81,0.72,0.5,0.27,0.31
bwapi.csv,0.02,0.92,1.0,0.0,0.0,0.27,0.28
gisgraphy.csv,0.0,0.76,0.85,0.23,0.19,0.23,0.89
lite.csv,0.11,0.0,0.0,0.0,0.0,0.77,0.0
ontopia.csv,0.02,0.75,0.92,0.42,0.18,0.28,0.3
scen-connect.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0
smartgwt.csv,0.02,0.78,0.74,0.81,0.0,0.27,0.31
