,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.37,0.46,0.34,0.56,0.5,0.36,0.31
bwapi.csv,0.37,0.57,0.0,0.0,0.0,0.36,0.32
gisgraphy.csv,0.62,0.53,0.33,0.56,0.43,0.54,0.79
lite.csv,0.89,0.0,0.0,0.0,0.0,0.69,0.0
ontopia.csv,0.47,0.48,0.34,0.28,0.44,0.33,0.37
scen-connect.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smartgwt.csv,0.37,0.47,0.44,0.51,0.0,0.36,0.31
