,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.0,0.48,0.62,0.04,0.0,0.0
bwapi.csv,0.0,0.9,0.01,0.0,0.0,0.0,0.09
gisgraphy.csv,0.0,0.29,0.27,0.13,0.0,0.42,0.8
lite.csv,0.97,0.0,0.0,0.0,0.0,0.71,0.0
ontopia.csv,0.69,0.13,0.84,0.82,0.21,0.52,0.54
scen-connect.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0
smartgwt.csv,0.0,0.13,0.35,0.83,0.0,0.0,0.0
