,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.44,0.73,0.85,0.74,0.38,0.65,0.57,0.76,0.64,0.88,0.79,0.64,0.7,0.04,0.89
fmri-dmt.csv,0.97,1.0,0.96,0.98,1.03,1.0,0.17,0.89,1.0,0.89,1.0,0.98,0.94,0.52,1.0
ftm.csv,0.57,0.78,0.49,0.54,1.05,0.73,0.71,0.79,0.57,0.66,0.65,0.57,0.02,0.74,0.82
fulguro.csv,0.72,0.88,0.79,0.96,1.01,1.0,0.84,0.82,0.85,0.99,0.87,0.92,0.75,0.57,0.27
gss.csv,0.79,0.73,0.72,0.68,0.58,0.79,0.76,0.54,0.74,0.83,0.03,0.68,0.68,1.0,0.63
illumination.csv,0.84,0.71,0.71,0.62,0.36,0.65,0.56,0.62,0.65,0.06,0.56,0.9,0.77,1.02,1.03
ldview.csv,0.76,0.58,0.05,0.54,1.01,0.59,0.71,0.78,0.48,0.77,0.73,0.86,0.66,0.54,0.85
monetdb.csv,0.54,0.8,0.69,0.02,1.04,0.53,0.91,0.99,0.68,0.79,0.78,0.7,0.68,0.78,0.92
netatalk.csv,0.53,0.58,0.86,0.78,1.01,0.03,0.45,0.83,0.7,0.84,0.63,0.77,0.71,0.78,0.85
olex2.csv,0.58,0.58,0.75,0.47,1.07,0.58,0.51,0.72,0.85,0.73,0.8,0.02,0.59,0.66,0.67
qpe.csv,0.08,0.94,0.85,0.88,1.02,0.86,0.91,0.79,0.74,0.84,0.65,0.84,0.8,0.97,0.87
quark.csv,0.95,1.0,0.86,0.81,1.01,1.0,0.83,1.0,0.0,0.94,0.83,0.9,0.75,0.91,1.0
sepgsql.csv,1.0,0.15,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0,0.93,0.95,1.0,1.0,1.0
synergyspace.csv,0.56,0.85,0.87,0.71,1.02,0.89,0.59,0.04,0.77,0.9,0.81,0.61,0.74,0.61,0.85
