,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.57,0.71,0.92,0.86,0.5,0.61,0.6,0.57,0.62,0.75,0.71,0.49,0.48,0.69,0.77
fmri-dmt.csv,0.0,0.0,0.75,0.83,0.9,0.0,0.8,0.83,0.0,0.89,0.0,0.8,0.86,0.62,0.0
ftm.csv,0.48,0.55,0.52,0.4,0.56,0.72,0.41,0.83,0.47,0.49,0.48,0.59,0.53,0.58,0.47
fulguro.csv,0.97,0.99,0.92,0.5,0.92,0.5,0.83,0.95,0.86,0.95,0.8,0.91,0.94,0.8,0.88
gss.csv,0.46,0.36,0.44,0.4,0.38,0.35,0.29,0.38,0.38,0.35,0.38,0.35,0.42,0.56,0.46
illumination.csv,0.81,0.47,0.57,0.54,0.63,0.65,0.72,0.66,0.48,0.82,0.5,0.94,0.85,0.69,0.94
ldview.csv,0.99,0.49,0.7,0.65,0.93,0.67,0.67,0.95,0.52,0.8,0.69,0.94,0.75,0.63,0.78
monetdb.csv,0.6,0.48,0.66,0.59,0.61,0.56,0.58,0.77,0.38,0.75,0.75,0.6,0.55,0.61,0.9
netatalk.csv,0.54,0.52,0.8,0.71,0.84,0.67,0.52,0.73,0.41,0.92,0.64,0.95,0.56,0.71,0.6
olex2.csv,0.62,0.38,0.43,0.46,0.53,0.56,0.5,0.82,0.34,0.72,0.86,0.52,0.41,0.68,0.42
qpe.csv,0.97,0.99,0.79,0.93,0.95,0.8,0.78,0.96,0.57,0.93,0.79,0.94,0.87,0.67,0.65
quark.csv,0.86,0.5,0.8,0.86,0.93,0.0,0.67,0.75,0.85,0.5,0.8,0.88,0.76,0.67,0.67
sepgsql.csv,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.67,0.83,0.5,0.0,0.86
synergyspace.csv,0.85,0.75,0.69,0.89,0.91,0.48,0.5,0.92,0.54,0.93,0.88,0.68,0.48,0.68,0.68
