,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.0,27.0,2.0,2.0,26.0,0.0,4.0,2.0,5.0,3.0,2.0,2.0,3.0,0.0,17.0
fmri-dmt.csv,0.0,584.0,0.0,5.0,117.0,51.0,0.0,0.0,64.0,5.0,49.0,2.0,0.0,1.0,89.0
ftm.csv,41.0,45.0,0.0,2.0,117.0,7.0,12.0,5.0,6.0,3.0,3.0,2.0,0.0,4.0,6.0
fulguro.csv,1.0,50.0,0.0,0.0,117.0,51.0,4.0,1.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0
gss.csv,0.0,35.0,8.0,17.0,47.0,3.0,0.0,1.0,8.0,6.0,0.0,0.0,1.0,3.0,9.0
illumination.csv,16.0,21.0,1.0,2.0,32.0,5.0,6.0,0.0,4.0,0.0,1.0,0.0,3.0,3.0,89.0
ldview.csv,13.0,19.0,0.0,3.0,117.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0
monetdb.csv,10.0,48.0,0.0,0.0,117.0,0.0,16.0,34.0,8.0,7.0,1.0,6.0,3.0,2.0,2.0
netatalk.csv,11.0,1.0,2.0,2.0,117.0,0.0,3.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,10.0
olex2.csv,0.0,2.0,4.0,1.0,117.0,0.0,1.0,0.0,11.0,6.0,0.0,0.0,1.0,17.0,1.0
qpe.csv,0.0,30.0,2.0,0.0,117.0,1.0,5.0,0.0,13.0,4.0,0.0,3.0,1.0,1.0,6.0
quark.csv,1.0,584.0,0.0,2.0,117.0,51.0,2.0,125.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0
sepgsql.csv,499.0,0.0,57.0,145.0,117.0,51.0,67.0,13.0,64.0,81.0,0.0,1.0,131.0,131.0,89.0
synergyspace.csv,0.0,54.0,0.0,1.0,117.0,1.0,3.0,0.0,18.0,2.0,2.0,3.0,1.0,3.0,10.0
