,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.69,0.37,0.19,0.28,1.0,0.43,0.5,0.31,0.46,0.18,0.27,0.65,0.46,0.97,0.18
fmri-dmt.csv,0.03,0.0,0.05,0.02,0.0,0.0,0.83,0.12,0.0,0.12,0.0,0.02,0.07,0.49,0.0
ftm.csv,0.69,0.59,0.57,0.66,0.0,0.36,0.5,0.23,0.69,0.53,0.53,0.48,0.98,0.43,0.55
fulguro.csv,0.28,0.15,0.24,0.04,0.0,0.0,0.17,0.19,0.15,0.06,0.13,0.08,0.34,0.43,0.73
gss.csv,0.85,0.89,0.43,0.7,1.0,0.79,0.83,0.77,0.54,1.0,0.97,0.78,0.62,0.94,0.64
illumination.csv,0.18,0.48,0.48,0.47,1.0,0.5,0.5,0.58,0.46,0.94,0.57,0.12,0.25,0.43,0.0
ldview.csv,0.26,0.63,0.95,0.6,0.0,0.43,0.33,0.23,0.62,0.29,0.33,0.15,0.48,0.46,0.27
monetdb.csv,0.59,0.85,0.57,0.98,0.0,0.71,0.17,0.08,0.92,0.29,0.3,0.38,0.61,0.8,0.09
netatalk.csv,0.51,0.52,0.14,0.26,0.0,1.0,0.67,0.19,0.46,0.18,0.37,0.23,0.31,0.23,0.18
olex2.csv,0.56,0.78,0.29,0.6,0.0,0.5,0.67,0.35,0.92,0.29,0.2,0.98,0.49,0.4,0.45
qpe.csv,0.92,0.07,0.24,0.13,0.0,0.14,0.17,0.23,0.54,0.18,0.37,0.17,0.34,0.03,0.18
quark.csv,0.05,0.0,0.14,0.21,0.0,0.0,0.17,0.0,1.0,0.06,0.17,0.1,0.26,0.09,0.0
sepgsql.csv,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.07,0.05,0.0,0.0,0.0
synergyspace.csv,0.49,0.33,0.19,0.3,0.0,0.79,0.67,0.96,0.54,0.12,0.2,0.42,0.84,0.4,0.18
