,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.47,0.31,0.11,0.0
emftriple.csv,0.0,0.0,0.0,0.1
fluent-nhibernate.csv,0.37,0.4,0.0,0.32
gpsmid.csv,0.0,0.34,0.33,0.13
