,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.55,0.0,0.82,0.93
emftriple.csv,0.02,1.0,0.0,0.09
fluent-nhibernate.csv,0.2,0.36,0.94,0.34
gpsmid.csv,0.96,0.18,0.82,0.31
