,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.57,0.0,0.56,0.96
emftriple.csv,0.04,1.0,0.0,0.14
fluent-nhibernate.csv,0.27,0.11,0.97,0.32
gpsmid.csv,0.98,0.07,0.33,0.38
