,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.46,0.42,0.51,0.16,0.54,0.32,0.53,0.07,0.43,0.18
ffigo.csv,0.24,0.08,0.44,0.22,0.27,0.08,0.11,0.27,0.54,0.25
ildjit.csv,0.18,0.06,0.18,0.24,0.32,0.12,0.28,0.14,0.17,0.45
proftp.csv,0.12,0.13,0.13,0.19,0.07,0.02,0.19,0.2,0.22,0.07
skia.csv,0.34,0.62,0.38,0.35,0.07,0.5,0.59,0.32,0.26,0.53
tencompetence.csv,0.62,0.65,0.26,0.22,0.41,0.37,0.49,0.16,0.26,0.28
theresa.csv,0.24,0.25,0.26,0.24,0.12,0.06,0.39,0.27,0.33,0.36
wxjs.csv,0.0,0.0,0.02,0.19,0.0,0.03,0.17,0.0,0.2,0.08
xstore.csv,0.34,0.44,0.47,0.35,0.32,0.73,0.18,0.68,0.57,0.54
