,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.67,0.74,0.62,0.34
jlinalg.csv,0.76,0.64,0.54,0.61
qmmp.csv,0.77,0.38,0.63,0.68
yale.csv,0.21,0.45,0.54,0.4
