,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.27,0.31,0.67,0.45,0.26,0.54,0.37,0.59,0.34
empserver.csv,0.5,0.49,0.29,0.36,0.63,0.53,0.66,0.37,0.42
enlightenment.csv,0.0,0.0,0.0,0.64,0.0,0.05,0.0,0.0,0.0
ildjit.csv,0.5,0.71,0.33,0.29,0.37,0.23,0.11,0.17,0.25
jfreereport.csv,0.13,0.04,0.48,0.24,0.1,0.37,0.21,0.29,0.06
lufa-lib.csv,0.47,0.46,0.47,0.58,0.13,0.58,0.68,0.37,0.6
pcsx2.csv,0.45,0.09,0.63,0.62,0.48,0.72,0.13,0.3,0.58
psycle.csv,0.64,0.34,0.71,0.65,0.56,0.71,0.59,0.63,0.44
wikipediardware.csv,0.65,0.41,0.0,0.64,0.13,0.56,0.39,0.52,0.74
