,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.36,0.2,0.32,0.52,0.34,0.62,0.37,0.46,0.44
empserver.csv,0.58,0.3,0.21,0.44,0.66,0.6,0.62,0.36,0.52
enlightenment.csv,0.79,0.37,0.23,0.67,0.69,0.79,0.6,0.36,0.84
ildjit.csv,0.57,0.59,0.21,0.36,0.41,0.29,0.14,0.32,0.33
jfreereport.csv,0.19,0.04,0.32,0.31,0.15,0.46,0.27,0.32,0.1
lufa-lib.csv,0.55,0.28,0.29,0.62,0.19,0.67,0.65,0.38,0.7
pcsx2.csv,0.54,0.08,0.29,0.65,0.65,0.77,0.6,0.36,0.67
psycle.csv,0.7,0.2,0.3,0.7,0.56,0.78,0.55,0.42,0.55
wikipediardware.csv,0.72,0.24,0.23,0.7,0.65,0.75,0.53,0.36,0.81
