,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.46,0.42,0.43,0.37,0.45,0.52,0.38,0.45,0.43,0.53,0.42,0.58,0.4,0.38,0.43,0.57,0.41
biopax.csv,0.4,0.41,0.4,0.36,0.45,0.42,0.43,0.44,0.43,0.41,0.39,0.49,0.4,0.39,0.37,0.55,0.39
ffigo.csv,0.5,0.99,0.0,0.43,0.75,0.0,0.0,0.0,0.93,0.84,0.86,0.94,0.4,0.0,0.47,0.94,0.0
freebios.csv,0.57,0.84,0.62,0.9,0.85,0.76,0.62,0.66,0.85,0.88,0.61,0.69,0.52,0.99,0.52,0.59,0.85
glelite.csv,0.4,0.42,0.42,0.36,0.49,0.39,0.43,0.41,0.41,0.43,0.39,0.5,0.38,0.39,0.38,0.5,0.42
gnupdate.csv,0.48,0.52,0.49,0.36,0.66,0.52,0.41,0.51,0.48,0.77,0.56,0.7,0.43,0.56,0.62,0.49,0.41
go.csv,0.44,0.46,0.51,0.38,0.49,0.38,0.39,0.41,0.43,0.69,0.87,0.48,0.43,0.39,0.45,0.49,0.41
gstreamer.csv,0.4,0.5,0.43,0.38,0.44,0.4,0.43,0.4,0.43,0.58,0.37,0.54,0.42,0.41,0.42,0.47,0.41
metacosm.csv,0.95,0.45,0.88,0.48,0.87,0.98,0.55,0.68,0.48,0.63,0.93,0.65,0.58,0.73,0.72,0.63,0.43
pcsx2.csv,0.46,0.45,0.41,0.52,0.48,0.5,0.39,0.41,0.46,0.5,0.64,0.52,0.0,0.48,0.47,0.54,0.36
pgui.csv,0.0,0.0,0.83,0.36,0.5,0.0,0.42,0.55,0.0,0.89,0.94,0.53,0.0,0.0,0.46,0.42,0.41
qse.csv,0.75,0.7,0.83,0.44,0.8,0.94,0.5,0.92,0.51,0.67,0.51,0.57,0.83,0.94,0.57,0.6,0.39
rebecca-aiml.csv,0.42,0.43,0.92,0.47,0.39,0.38,0.49,0.53,0.44,0.6,0.63,0.42,0.46,0.4,0.38,0.45,0.5
skia.csv,0.36,0.45,0.62,0.36,0.39,0.36,0.48,0.42,0.42,0.65,0.36,0.54,0.6,0.34,0.44,0.64,0.43
vars-redux.csv,0.46,0.38,0.49,0.44,0.45,0.45,0.47,0.39,0.44,0.4,0.39,0.5,0.42,0.37,0.37,0.66,0.44
wxjs.csv,0.0,0.98,0.0,0.0,0.0,0.86,0.0,0.0,0.5,0.96,0.67,0.92,0.0,0.0,0.86,0.75,0.0
yale.csv,0.4,0.64,0.55,0.45,0.46,0.38,0.58,0.74,0.49,0.51,0.96,0.57,0.53,0.67,0.39,0.42,0.53
