,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,194.0,99.0,487.5,197.0,472.5,196.0,97.5,1737.5,99.0,98.5,2138.5,98.5,98.5,99.0,380.0,98.5,293.5
biopax.csv,489.5,99.0,586.0,197.0,838.5,297.0,97.5,1076.0,99.0,197.5,3359.0,99.0,99.0,99.0,857.5,98.5,293.5
ffigo.csv,28.0,98.5,0.0,96.5,149.0,88.5,0.0,0.0,99.0,332.0,379.5,95.5,99.0,0.0,566.5,268.5,0.0
freebios.csv,392.0,1254.0,290.5,95.5,737.0,297.0,289.5,613.0,99.0,197.5,1576.0,99.0,99.0,666.0,759.0,98.5,89.5
glelite.csv,489.5,99.0,487.5,197.0,936.0,297.0,97.5,1849.0,99.0,197.5,3359.0,99.0,99.0,99.0,561.0,98.5,293.5
gnupdate.csv,95.5,99.0,463.0,197.0,280.5,99.0,97.5,717.0,99.0,98.5,1871.5,95.5,99.0,99.0,463.5,95.5,293.5
go.csv,95.5,99.0,193.0,197.0,279.5,393.5,97.5,1184.0,99.0,197.5,1121.0,98.5,99.0,99.0,467.5,95.5,91.5
gstreamer.csv,291.5,594.0,388.5,197.0,563.0,297.0,97.5,1642.0,99.0,509.0,2649.5,99.0,98.5,99.0,378.5,98.5,293.5
metacosm.csv,94.5,99.0,80.5,197.0,89.5,96.5,97.5,543.0,98.5,168.0,410.5,95.5,97.5,98.5,270.5,178.0,195.0
pcsx2.csv,291.5,396.0,586.0,197.0,563.0,297.0,97.5,2024.0,99.0,196.5,1420.5,98.5,0.0,99.0,553.5,98.5,293.5
pgui.csv,0.0,0.0,87.5,197.0,749.0,0.0,97.5,269.5,0.0,82.5,752.0,99.0,0.0,0.0,563.0,98.5,293.5
qse.csv,44.5,99.0,87.5,197.0,89.5,179.0,97.5,81.5,197.5,98.5,1792.0,98.5,93.5,98.5,628.5,98.5,293.5
rebecca-aiml.csv,489.5,99.0,193.0,96.5,655.5,297.0,97.5,357.0,198.0,196.5,1079.0,99.0,97.5,99.0,840.5,98.5,190.0
skia.csv,291.5,99.0,189.0,197.0,744.0,295.0,97.5,1935.0,99.0,78.5,2239.5,98.5,98.5,99.0,363.0,98.5,195.0
vars-redux.csv,194.0,99.0,390.5,197.0,570.0,394.0,97.5,2021.5,99.0,197.5,2940.0,99.0,97.5,99.0,763.0,98.5,195.0
wxjs.csv,0.0,564.0,92.5,0.0,0.0,97.5,89.5,0.0,161.0,197.5,791.5,99.0,0.0,50.5,274.5,271.0,0.0
yale.csv,489.5,678.5,388.5,96.5,936.0,297.0,289.5,854.5,99.0,197.5,1044.0,99.0,99.0,784.0,761.0,95.5,91.5
