,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,1.0,1.0,1.0,0.27,0.82,1.0,1.0,1.0,1.0,1.0
freedom-erp.csv,0.0,0.18,0.0,0.0,0.0,0.27,0.99,0.0,0.0,0.0
jahshaka.csv,0.0,1.0,0.6,0.86,0.75,0.7,0.71,0.0,0.4,0.12
jmoney.csv,0.0,0.45,1.0,0.36,0.28,0.45,0.47,0.0,0.0,0.5
reaper3d.csv,0.0,0.0,0.3,0.5,0.3,0.2,0.0,0.0,0.0,0.88
sblim.csv,1.0,0.27,0.0,0.95,0.05,0.14,0.69,0.0,0.0,0.0
swtfox.csv,0.0,0.18,0.0,0.86,0.95,0.21,0.0,1.0,0.0,0.0
tart.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
