,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.18,0.81,0.5,0.81,1.0,0.29,0.12,0.77,0.45,0.46,0.68,0.62,0.44,1.0,0.43,0.21,0.69
cubefs.csv,0.15,0.32,0.0,0.61,0.97,0.44,0.12,0.52,0.68,0.31,0.35,0.81,0.58,0.75,0.97,0.26,1.0
gwanted.csv,0.53,0.4,0.0,0.46,0.19,0.05,0.62,0.4,0.16,0.24,0.44,0.12,0.49,0.0,0.57,0.0,0.31
iaml.csv,0.4,0.24,0.0,0.18,0.41,0.49,0.0,0.4,0.3,0.34,0.12,0.38,0.44,0.25,0.27,0.06,0.06
java-gnome.csv,0.33,0.26,0.5,0.46,0.84,0.63,0.12,0.42,0.15,0.5,0.03,0.12,0.34,0.25,0.32,0.71,0.25
mecat.csv,0.02,0.06,0.0,0.08,0.22,0.02,0.0,0.09,0.02,0.08,0.0,0.0,0.12,0.0,0.13,0.0,0.19
mvdsv.csv,0.0,0.02,0.0,0.07,0.05,0.0,0.38,0.03,0.08,0.18,0.06,0.25,0.07,0.0,0.23,0.03,0.06
openwbem.csv,0.56,0.27,0.5,0.48,0.35,0.68,0.62,0.72,0.13,0.23,0.68,0.25,0.47,0.36,0.67,0.38,0.25
orc.csv,0.05,0.12,0.0,0.23,0.13,0.17,0.5,0.29,0.23,0.23,0.53,0.38,0.22,0.0,0.57,0.15,0.12
plato.csv,0.85,1.0,1.0,0.93,1.0,0.88,0.25,0.85,0.82,0.55,0.32,0.06,1.0,1.0,0.73,0.79,1.0
rodin-b-sharp.csv,0.0,0.02,1.0,0.09,0.79,0.07,0.62,0.14,0.66,0.69,0.06,0.56,0.51,0.0,0.65,0.74,0.5
ta3d.csv,0.13,0.12,0.0,0.08,0.0,0.22,0.38,0.12,0.5,0.26,0.15,0.19,0.02,0.0,0.42,0.18,0.62
tycho.csv,0.42,0.33,1.0,0.15,0.25,0.2,0.12,0.51,0.12,0.15,0.65,0.19,0.2,0.21,0.23,0.09,0.38
umber.csv,0.07,0.54,1.0,0.98,0.83,0.85,1.0,0.94,0.83,0.88,0.94,0.88,0.88,0.46,1.0,1.0,0.81
vienna-add-in.csv,0.53,0.44,1.0,0.61,0.24,0.37,0.25,0.55,0.35,0.6,0.24,0.38,0.47,0.57,0.53,0.35,0.69
wpdev.csv,0.98,0.99,0.0,0.99,0.92,0.98,1.0,1.0,0.93,0.93,1.0,1.0,0.8,0.96,0.92,0.88,1.0
