,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.8
columba.csv,0.45,0.43,0.48,0.68,0.53,0.41,0.49,0.43,0.82,0.49,0.67,0.57,0.51,0.45
encog-cs.csv,0.5,0.57,0.61,0.62,0.5,0.69,0.34,0.86,0.5,0.54,0.44,0.66,0.52,0.56
fido.csv,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.0
flexpay.csv,0.92,0.86,0.86,0.92,0.99,0.88,0.46,0.94,0.8,0.94,0.46,0.96,0.94,0.67
fluent-nhibernate.csv,0.93,0.0,0.5,0.67,0.96,0.89,0.0,0.9,0.0,0.94,0.67,0.86,0.92,0.0
geochat.csv,0.68,0.48,0.55,0.5,0.79,0.49,0.42,0.44,0.79,0.69,0.41,0.86,0.63,0.5
gpsmid.csv,0.4,0.61,0.39,0.59,0.44,0.42,0.5,0.38,0.7,0.42,0.62,0.38,0.42,0.4
k3d.csv,0.5,0.8,0.97,0.0,0.95,0.67,0.83,0.94,0.0,0.95,0.88,0.0,0.94,0.0
m-a-d-n-e-s-s.csv,0.89,0.67,0.81,0.53,0.98,0.64,0.89,0.63,0.94,0.89,0.97,0.89,0.96,0.44
mob-sen-plat.csv,0.54,0.39,0.51,0.51,0.48,0.67,0.5,0.59,0.54,0.58,0.62,0.48,0.43,0.92
ninject.csv,0.91,0.83,0.9,0.79,0.8,0.62,0.41,0.85,0.8,0.65,0.48,0.89,0.61,0.39
uface.csv,0.33,0.35,0.36,0.53,0.36,0.41,0.36,0.44,0.39,0.42,0.37,0.36,0.38,0.4
v8.csv,0.38,0.35,0.37,0.36,0.42,0.42,0.34,0.44,0.39,0.45,0.38,0.41,0.43,0.39
