,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.0
columba.csv,0.43,0.56,0.54,0.64,0.61,0.63,0.87,0.6,0.62,0.34,0.08,0.82,0.56,0.71
encog-cs.csv,0.8,0.42,0.77,0.03,0.84,0.7,0.96,0.81,0.79,0.8,0.86,0.83,1.0,0.89
fido.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0
flexpay.csv,0.82,0.81,1.0,0.96,0.15,0.93,1.21,0.92,1.0,0.65,0.93,0.86,0.86,1.0
fluent-nhibernate.csv,0.76,1.0,0.97,0.95,0.89,1.01,1.0,0.96,1.0,0.06,0.97,1.0,0.89,1.0
geochat.csv,0.91,0.64,0.61,0.61,0.85,0.57,1.27,0.73,0.45,0.81,0.93,0.07,0.71,0.61
gpsmid.csv,0.04,0.75,0.67,0.75,0.62,0.58,0.62,0.45,0.62,0.38,0.61,0.62,0.51,1.15
k3d.csv,0.98,1.03,0.03,1.0,0.94,0.92,1.0,0.93,1.0,0.83,0.95,1.0,0.93,1.0
m-a-d-n-e-s-s.csv,0.82,0.94,0.75,0.82,0.86,0.0,1.02,0.78,0.85,0.65,0.86,0.87,0.83,0.67
mob-sen-plat.csv,0.81,0.06,0.61,0.81,0.71,0.77,0.59,0.66,0.92,0.71,0.71,0.7,0.47,1.03
ninject.csv,0.8,0.96,0.81,0.72,0.79,0.8,1.07,0.91,0.0,0.36,0.9,0.9,0.98,0.42
uface.csv,0.64,1.0,0.95,0.61,0.78,0.93,0.81,0.85,0.75,0.73,0.78,0.86,0.0,0.71
v8.csv,0.82,0.95,0.9,1.0,0.92,0.82,0.89,0.08,0.98,1.0,0.96,0.92,0.98,0.85
